ID,Marker,Stage,Tissue,RepID,Info,DataAuthor
ENCFF066TXI,H3K9ac,E13.5,Limb,2,ExpAcc:ENCSR462BZP md5sum:f65878cb4f4704b295867d1ff5d29d4d URL:https://www.encodeproject.org/files/ENCFF066TXI/@@download/ENCFF066TXI.bam genomeversion:mm10,renlab
ENCFF924JBL,H3K9ac,E11.5,Liver,1,ExpAcc:ENCSR948RYN md5sum:ae4b14e71235b48fa6474e6c7fe21575 URL:https://www.encodeproject.org/files/ENCFF924JBL/@@download/ENCFF924JBL.bam genomeversion:mm10,renlab
ENCFF776CDB,H3K9ac,E11.5,Liver,2,ExpAcc:ENCSR948RYN md5sum:518534276896a75f9323c9a9eda818ac URL:https://www.encodeproject.org/files/ENCFF776CDB/@@download/ENCFF776CDB.bam genomeversion:mm10,renlab
ENCFF966LRM,H3K4me1,E11.5,Neural-tube,2,ExpAcc:ENCSR448TTC md5sum:3c2dc2f6343f3d8a8604f50ce807148c URL:https://www.encodeproject.org/files/ENCFF966LRM/@@download/ENCFF966LRM.bam genomeversion:mm10,renlab
ENCFF161QMV,H3K4me1,E11.5,Neural-tube,1,ExpAcc:ENCSR448TTC md5sum:cef89614c53e83c5b1e7bec79e5a13d7 URL:https://www.encodeproject.org/files/ENCFF161QMV/@@download/ENCFF161QMV.bam genomeversion:mm10,renlab
ENCFF841FZL,H3K4me1,E14.5,Cranio-facial,1,ExpAcc:ENCSR972WEN md5sum:76ccdf5901720cbd1b7963406ad64e8b URL:https://www.encodeproject.org/files/ENCFF841FZL/@@download/ENCFF841FZL.bam genomeversion:mm10,renlab
ENCFF552PFZ,H3K4me1,E14.5,Cranio-facial,2,ExpAcc:ENCSR972WEN md5sum:7701f2d5d4566fd397926df1bc1a18c3 URL:https://www.encodeproject.org/files/ENCFF552PFZ/@@download/ENCFF552PFZ.bam genomeversion:mm10,renlab
ENCFF740DUF,H3K27me3,E15.5,Heart,1,ExpAcc:ENCSR437NPG md5sum:af8a3ba867bd6099644c680d9da695f5 URL:https://www.encodeproject.org/files/ENCFF740DUF/@@download/ENCFF740DUF.bam genomeversion:mm10,renlab
ENCFF368ENA,H3K27me3,E15.5,Heart,2,ExpAcc:ENCSR437NPG md5sum:49918c2f707a0d81090c005a141d48ea URL:https://www.encodeproject.org/files/ENCFF368ENA/@@download/ENCFF368ENA.bam genomeversion:mm10,renlab
ENCFF945MMD,H3K4me1,P0,Intestine,1,ExpAcc:ENCSR159RVN md5sum:d6cd5a179905c61e6599c912a57689f3 URL:https://www.encodeproject.org/files/ENCFF945MMD/@@download/ENCFF945MMD.bam genomeversion:mm10,renlab
ENCFF098LTE,H3K4me1,P0,Intestine,2,ExpAcc:ENCSR159RVN md5sum:2fa7496e9b7f92a2a0160e8f547fb493 URL:https://www.encodeproject.org/files/ENCFF098LTE/@@download/ENCFF098LTE.bam genomeversion:mm10,renlab
ENCFF594ZJA,H3K9ac,P0,Intestine,2,ExpAcc:ENCSR946RLM md5sum:2177a887ca41d2a1941d5ae7c159ec11 URL:https://www.encodeproject.org/files/ENCFF594ZJA/@@download/ENCFF594ZJA.bam genomeversion:mm10,renlab
ENCFF654AEW,H3K9ac,P0,Intestine,1,ExpAcc:ENCSR946RLM md5sum:20e3e143defb72cb5b0f195cfeeb60de URL:https://www.encodeproject.org/files/ENCFF654AEW/@@download/ENCFF654AEW.bam genomeversion:mm10,renlab
ENCFF247HIU,H3K4me1,E13.5,Heart,1,ExpAcc:ENCSR663VWL md5sum:49c2c0ccffe842dc8c4fc48f9341d516 URL:https://www.encodeproject.org/files/ENCFF247HIU/@@download/ENCFF247HIU.bam genomeversion:mm10,renlab
ENCFF155NAB,H3K4me1,E13.5,Heart,2,ExpAcc:ENCSR663VWL md5sum:f5a18c7412291398abcba945a16025a4 URL:https://www.encodeproject.org/files/ENCFF155NAB/@@download/ENCFF155NAB.bam genomeversion:mm10,renlab
ENCFF141YAY,H3K27me3,E15.5,Cranio-facial,1,ExpAcc:ENCSR061DPP md5sum:d34fbff319e2f6cc8991bd5c42144fa9 URL:https://www.encodeproject.org/files/ENCFF141YAY/@@download/ENCFF141YAY.bam genomeversion:mm10,renlab
ENCFF249UZW,H3K27me3,E15.5,Cranio-facial,2,ExpAcc:ENCSR061DPP md5sum:963f7ce946755300bde13a6640ac4bb5 URL:https://www.encodeproject.org/files/ENCFF249UZW/@@download/ENCFF249UZW.bam genomeversion:mm10,renlab
ENCFF570YXT,H3K4me3,E15.5,Cranio-facial,2,ExpAcc:ENCSR990JMN md5sum:1a522ccbe6b8a4f62bfa3a5671311581 URL:https://www.encodeproject.org/files/ENCFF570YXT/@@download/ENCFF570YXT.bam genomeversion:mm10,renlab
ENCFF935IHT,H3K4me3,E15.5,Cranio-facial,1,ExpAcc:ENCSR990JMN md5sum:38aecf00ee93fd5cd2ef8e567706532d URL:https://www.encodeproject.org/files/ENCFF935IHT/@@download/ENCFF935IHT.bam genomeversion:mm10,renlab
ENCFF479WJI,H3K4me1,E11.5,Cranio-facial,1,ExpAcc:ENCSR511WPK md5sum:55f772102fe334099cecf19c85c586ac URL:https://www.encodeproject.org/files/ENCFF479WJI/@@download/ENCFF479WJI.bam genomeversion:mm10,renlab
ENCFF388MYY,H3K4me1,E11.5,Cranio-facial,2,ExpAcc:ENCSR511WPK md5sum:e78093369f6201d40a64c8ecf2eab47d URL:https://www.encodeproject.org/files/ENCFF388MYY/@@download/ENCFF388MYY.bam genomeversion:mm10,renlab
ENCFF504BZJ,H3K27me3,E16.5,Lung,1,ExpAcc:ENCSR758FWH md5sum:c17bbaeef125ce646033a000b2c741e2 URL:https://www.encodeproject.org/files/ENCFF504BZJ/@@download/ENCFF504BZJ.bam genomeversion:mm10,renlab
ENCFF571ERG,H3K27me3,E16.5,Lung,2,ExpAcc:ENCSR758FWH md5sum:d1730509adf38e31c9a6b848d0ae8efa URL:https://www.encodeproject.org/files/ENCFF571ERG/@@download/ENCFF571ERG.bam genomeversion:mm10,renlab
ENCFF135EBN,H3K9ac,P0,Heart,1,ExpAcc:ENCSR519DNE md5sum:a7b3b9f283b048b7afd80625a2bef376 URL:https://www.encodeproject.org/files/ENCFF135EBN/@@download/ENCFF135EBN.bam genomeversion:mm10,renlab
ENCFF797RQA,H3K9ac,P0,Heart,2,ExpAcc:ENCSR519DNE md5sum:3f9e04f0f927d33dd1b5674cc71a7887 URL:https://www.encodeproject.org/files/ENCFF797RQA/@@download/ENCFF797RQA.bam genomeversion:mm10,renlab
ENCFF793BQJ,H3K4me3,E11.5,Forebrain,2,ExpAcc:ENCSR739DVM md5sum:5343b6cb673b8799a1823a9cc65413a9 URL:https://www.encodeproject.org/files/ENCFF793BQJ/@@download/ENCFF793BQJ.bam genomeversion:mm10,renlab
ENCFF726ZAR,H3K4me3,E11.5,Forebrain,1,ExpAcc:ENCSR739DVM md5sum:827d98e2de08c524bd516d0982bab6b0 URL:https://www.encodeproject.org/files/ENCFF726ZAR/@@download/ENCFF726ZAR.bam genomeversion:mm10,renlab
ENCFF465QMY,H3K9ac,E14.5,Kidney,2,ExpAcc:ENCSR569UCG md5sum:cc6441be06bbe4ce566f07c7b4a45baf URL:https://www.encodeproject.org/files/ENCFF465QMY/@@download/ENCFF465QMY.bam genomeversion:mm10,renlab
ENCFF433IUV,H3K9ac,E14.5,Kidney,1,ExpAcc:ENCSR569UCG md5sum:ee511dcb587eb9e018744150a322d737 URL:https://www.encodeproject.org/files/ENCFF433IUV/@@download/ENCFF433IUV.bam genomeversion:mm10,renlab
ENCFF632OMK,H3K36me3,E13.5,Forebrain,2,ExpAcc:ENCSR087JEN md5sum:436fce164b8dff40501408db2bbedb92 URL:https://www.encodeproject.org/files/ENCFF632OMK/@@download/ENCFF632OMK.bam genomeversion:mm10,renlab
ENCFF882PMB,H3K36me3,E13.5,Forebrain,1,ExpAcc:ENCSR087JEN md5sum:6b437c09b7b3658ae92f59731213a8e9 URL:https://www.encodeproject.org/files/ENCFF882PMB/@@download/ENCFF882PMB.bam genomeversion:mm10,renlab
ENCFF585VQZ,H3K4me2,E11.5,Liver,2,ExpAcc:ENCSR693UWX md5sum:4142b3a1b0b41f9c79ad9b887bf01cd7 URL:https://www.encodeproject.org/files/ENCFF585VQZ/@@download/ENCFF585VQZ.bam genomeversion:mm10,renlab
ENCFF032RGQ,H3K4me2,E11.5,Liver,1,ExpAcc:ENCSR693UWX md5sum:6be9e99e126ad62eb40211b3f52fd1a3 URL:https://www.encodeproject.org/files/ENCFF032RGQ/@@download/ENCFF032RGQ.bam genomeversion:mm10,renlab
ENCFF149OCW,H3K4me2,E15.5,Kidney,1,ExpAcc:ENCSR036YKL md5sum:1946212723de7a7c77e1392b7345e5fb URL:https://www.encodeproject.org/files/ENCFF149OCW/@@download/ENCFF149OCW.bam genomeversion:mm10,renlab
ENCFF405BGQ,H3K4me2,E15.5,Kidney,2,ExpAcc:ENCSR036YKL md5sum:040bfae907b110191d55bb113839254c URL:https://www.encodeproject.org/files/ENCFF405BGQ/@@download/ENCFF405BGQ.bam genomeversion:mm10,renlab
ENCFF168EGN,H3K9ac,E13.5,Hindbrain,1,ExpAcc:ENCSR190RKJ md5sum:4d1997cebd961a0b4783e99a8f0d882e URL:https://www.encodeproject.org/files/ENCFF168EGN/@@download/ENCFF168EGN.bam genomeversion:mm10,renlab
ENCFF585ZSP,H3K9ac,E13.5,Hindbrain,2,ExpAcc:ENCSR190RKJ md5sum:c082f8bb91c0fdad06e333c709e19f27 URL:https://www.encodeproject.org/files/ENCFF585ZSP/@@download/ENCFF585ZSP.bam genomeversion:mm10,renlab
ENCFF334LFU,H3K27ac,P0,Midbrain,2,ExpAcc:ENCSR672ZXY md5sum:c846c6e93f69b773e8159838d22aa6e1 URL:https://www.encodeproject.org/files/ENCFF334LFU/@@download/ENCFF334LFU.bam genomeversion:mm10,renlab
ENCFF221LTN,H3K27ac,P0,Midbrain,1,ExpAcc:ENCSR672ZXY md5sum:99228b8bb038c1a88c1532fdbb9d6eff URL:https://www.encodeproject.org/files/ENCFF221LTN/@@download/ENCFF221LTN.bam genomeversion:mm10,renlab
ENCFF047WAJ,H3K4me1,E11.5,Forebrain,2,ExpAcc:ENCSR975QSF md5sum:7c9edfc7989eb0a6f01a52e0f440fd9e URL:https://www.encodeproject.org/files/ENCFF047WAJ/@@download/ENCFF047WAJ.bam genomeversion:mm10,renlab
ENCFF613OIC,H3K4me1,E11.5,Forebrain,1,ExpAcc:ENCSR975QSF md5sum:dd82823f8d95c1d9d676b8326f29c80f URL:https://www.encodeproject.org/files/ENCFF613OIC/@@download/ENCFF613OIC.bam genomeversion:mm10,renlab
ENCFF646VKL,H3K9ac,E15.5,Forebrain,1,ExpAcc:ENCSR717XCU md5sum:b3f409edd1dec383e9a688c7d03494f0 URL:https://www.encodeproject.org/files/ENCFF646VKL/@@download/ENCFF646VKL.bam genomeversion:mm10,renlab
ENCFF760BNV,H3K9ac,E15.5,Forebrain,2,ExpAcc:ENCSR717XCU md5sum:57c6ff4590095e468af700500d48328e URL:https://www.encodeproject.org/files/ENCFF760BNV/@@download/ENCFF760BNV.bam genomeversion:mm10,renlab
ENCFF854GMO,H3K27me3,E11.5,Midbrain,1,ExpAcc:ENCSR545BRW md5sum:04c8fed847c163eee90fa6cedae1a569 URL:https://www.encodeproject.org/files/ENCFF854GMO/@@download/ENCFF854GMO.bam genomeversion:mm10,renlab
ENCFF495EJO,H3K27me3,E11.5,Midbrain,2,ExpAcc:ENCSR545BRW md5sum:67e633a527ed00d35cac3238d9273ac2 URL:https://www.encodeproject.org/files/ENCFF495EJO/@@download/ENCFF495EJO.bam genomeversion:mm10,renlab
ENCFF279VPQ,H3K4me1,E16.5,Liver,1,ExpAcc:ENCSR487OLC md5sum:8e2e2a45f12f59de29533e7b2ea1b5ed URL:https://www.encodeproject.org/files/ENCFF279VPQ/@@download/ENCFF279VPQ.bam genomeversion:mm10,renlab
ENCFF253IUT,H3K4me1,E16.5,Liver,2,ExpAcc:ENCSR487OLC md5sum:55d4499331d13cba5ec5b4e5bc9eb062 URL:https://www.encodeproject.org/files/ENCFF253IUT/@@download/ENCFF253IUT.bam genomeversion:mm10,renlab
ENCFF223WGX,H3K9ac,E11.5,Midbrain,2,ExpAcc:ENCSR502WUI md5sum:931633c573710b76119d34c911e92cf4 URL:https://www.encodeproject.org/files/ENCFF223WGX/@@download/ENCFF223WGX.bam genomeversion:mm10,renlab
ENCFF289BSK,H3K9ac,E11.5,Midbrain,1,ExpAcc:ENCSR502WUI md5sum:1f150b1834ac740fa09b34cd74674069 URL:https://www.encodeproject.org/files/ENCFF289BSK/@@download/ENCFF289BSK.bam genomeversion:mm10,renlab
ENCFF633COQ,H3K4me3,P0,Lung,2,ExpAcc:ENCSR262CSU md5sum:f8ad5d385334b2d87704a70defb406c6 URL:https://www.encodeproject.org/files/ENCFF633COQ/@@download/ENCFF633COQ.bam genomeversion:mm10,renlab
ENCFF510XAK,H3K4me3,P0,Lung,1,ExpAcc:ENCSR262CSU md5sum:927408e09cb70e6266a105c7a3445ee9 URL:https://www.encodeproject.org/files/ENCFF510XAK/@@download/ENCFF510XAK.bam genomeversion:mm10,renlab
ENCFF587JTD,H3K9ac,E11.5,Heart,2,ExpAcc:ENCSR751HEG md5sum:dceaba50fae5284ed1073984de4e9394 URL:https://www.encodeproject.org/files/ENCFF587JTD/@@download/ENCFF587JTD.bam genomeversion:mm10,renlab
ENCFF962GXO,H3K9ac,E11.5,Heart,1,ExpAcc:ENCSR751HEG md5sum:035b210c356997d0d1044e235218e819 URL:https://www.encodeproject.org/files/ENCFF962GXO/@@download/ENCFF962GXO.bam genomeversion:mm10,renlab
ENCFF474USE,H3K27ac,E11.5,Cranio-facial,2,ExpAcc:ENCSR401GRX md5sum:9ba3b476d97eb9c21deaf3249c74a878 URL:https://www.encodeproject.org/files/ENCFF474USE/@@download/ENCFF474USE.bam genomeversion:mm10,renlab
ENCFF199HGH,H3K27ac,E11.5,Cranio-facial,1,ExpAcc:ENCSR401GRX md5sum:f4796c6641ebc7ca99067532244e4ef6 URL:https://www.encodeproject.org/files/ENCFF199HGH/@@download/ENCFF199HGH.bam genomeversion:mm10,renlab
ENCFF735AYI,H3K4me3,P0,Kidney,1,ExpAcc:ENCSR536ILV md5sum:2f358c7eef30bf4f99585e2506a1e241 URL:https://www.encodeproject.org/files/ENCFF735AYI/@@download/ENCFF735AYI.bam genomeversion:mm10,renlab
ENCFF282OUO,H3K4me3,P0,Kidney,2,ExpAcc:ENCSR536ILV md5sum:e384b57065d6d77b4a06fb5e8f548e36 URL:https://www.encodeproject.org/files/ENCFF282OUO/@@download/ENCFF282OUO.bam genomeversion:mm10,renlab
ENCFF347ZAO,H3K9ac,E14.5,Intestine,2,ExpAcc:ENCSR260OUP md5sum:e4eb571212507e11a3a43d604703f03b URL:https://www.encodeproject.org/files/ENCFF347ZAO/@@download/ENCFF347ZAO.bam genomeversion:mm10,renlab
ENCFF951TJV,H3K9ac,E14.5,Intestine,1,ExpAcc:ENCSR260OUP md5sum:edef69fb08c2439a381fa0609759746d URL:https://www.encodeproject.org/files/ENCFF951TJV/@@download/ENCFF951TJV.bam genomeversion:mm10,renlab
ENCFF074SNS,H3K27ac,P0,Intestine,2,ExpAcc:ENCSR642VYW md5sum:3f7a6fa7471438eea0f6839fd723d205 URL:https://www.encodeproject.org/files/ENCFF074SNS/@@download/ENCFF074SNS.bam genomeversion:mm10,renlab
ENCFF571HOX,H3K27ac,P0,Intestine,1,ExpAcc:ENCSR642VYW md5sum:eb97970aeb06de9fb796e91a7edab9bd URL:https://www.encodeproject.org/files/ENCFF571HOX/@@download/ENCFF571HOX.bam genomeversion:mm10,renlab
ENCFF255WQY,H3K27me3,E13.5,Cranio-facial,2,ExpAcc:ENCSR008WOQ md5sum:602239d8cdfb2b24c5dfa99ed104c37f URL:https://www.encodeproject.org/files/ENCFF255WQY/@@download/ENCFF255WQY.bam genomeversion:mm10,renlab
ENCFF527GCV,H3K27me3,E13.5,Cranio-facial,1,ExpAcc:ENCSR008WOQ md5sum:76ee54554e8380b893b6b614ad68a163 URL:https://www.encodeproject.org/files/ENCFF527GCV/@@download/ENCFF527GCV.bam genomeversion:mm10,renlab
ENCFF229OPV,H3K9ac,E16.5,Midbrain,2,ExpAcc:ENCSR068XYW md5sum:1359da5bf276b5139e7c86925469ea1d URL:https://www.encodeproject.org/files/ENCFF229OPV/@@download/ENCFF229OPV.bam genomeversion:mm10,renlab
ENCFF941MDX,H3K9ac,E16.5,Midbrain,1,ExpAcc:ENCSR068XYW md5sum:4369c60522c4e65f0f861501c56f1572 URL:https://www.encodeproject.org/files/ENCFF941MDX/@@download/ENCFF941MDX.bam genomeversion:mm10,renlab
ENCFF742SKL,H3K27me3,E15.5,Forebrain,1,ExpAcc:ENCSR564XSR md5sum:a49bc9abe27a04494e30486c0da2cd56 URL:https://www.encodeproject.org/files/ENCFF742SKL/@@download/ENCFF742SKL.bam genomeversion:mm10,renlab
ENCFF965COR,H3K27me3,E15.5,Forebrain,2,ExpAcc:ENCSR564XSR md5sum:84d928965cbfb14e7f6943c49a2a375b URL:https://www.encodeproject.org/files/ENCFF965COR/@@download/ENCFF965COR.bam genomeversion:mm10,renlab
ENCFF645LUJ,H3K4me3,E16.5,Lung,2,ExpAcc:ENCSR295PFM md5sum:722e95fe038bfef75f86bbc068f672d5 URL:https://www.encodeproject.org/files/ENCFF645LUJ/@@download/ENCFF645LUJ.bam genomeversion:mm10,renlab
ENCFF257YGV,H3K4me3,E16.5,Lung,1,ExpAcc:ENCSR295PFM md5sum:6643808df7ee9e517e695dca11e84e97 URL:https://www.encodeproject.org/files/ENCFF257YGV/@@download/ENCFF257YGV.bam genomeversion:mm10,renlab
ENCFF122LMX,H3K4me2,E16.5,Midbrain,1,ExpAcc:ENCSR314FGC md5sum:05bb91ee3c6ff4ba45691ead27501d2a URL:https://www.encodeproject.org/files/ENCFF122LMX/@@download/ENCFF122LMX.bam genomeversion:mm10,renlab
ENCFF562GVH,H3K4me2,E16.5,Midbrain,2,ExpAcc:ENCSR314FGC md5sum:38a26cdcb627f52a09c45bb09d5b32c4 URL:https://www.encodeproject.org/files/ENCFF562GVH/@@download/ENCFF562GVH.bam genomeversion:mm10,renlab
ENCFF683EHP,H3K9ac,E14.5,Neural-tube,2,ExpAcc:ENCSR511LWL md5sum:55528880de3b1764e3af69be53675a50 URL:https://www.encodeproject.org/files/ENCFF683EHP/@@download/ENCFF683EHP.bam genomeversion:mm10,renlab
ENCFF632XMI,H3K9ac,E14.5,Neural-tube,1,ExpAcc:ENCSR511LWL md5sum:689b92e0bc459171fb9132fb60c4c6cf URL:https://www.encodeproject.org/files/ENCFF632XMI/@@download/ENCFF632XMI.bam genomeversion:mm10,renlab
ENCFF764LAM,H3K27me3,P0,Midbrain,1,ExpAcc:ENCSR340ROY md5sum:84c67a20c6bcb0a397cfaab09b5b4d15 URL:https://www.encodeproject.org/files/ENCFF764LAM/@@download/ENCFF764LAM.bam genomeversion:mm10,renlab
ENCFF102IQS,H3K27me3,P0,Midbrain,2,ExpAcc:ENCSR340ROY md5sum:bc9aeefc9d3fd3efde03cf7567c0bda7 URL:https://www.encodeproject.org/files/ENCFF102IQS/@@download/ENCFF102IQS.bam genomeversion:mm10,renlab
ENCFF116ZPD,H3K4me3,E14.5,Midbrain,1,ExpAcc:ENCSR203KIB md5sum:a64e1d37d1ede3a7d4e967e62d478ed8 URL:https://www.encodeproject.org/files/ENCFF116ZPD/@@download/ENCFF116ZPD.bam genomeversion:mm10,renlab
ENCFF188DQH,H3K4me3,E14.5,Midbrain,2,ExpAcc:ENCSR203KIB md5sum:dca3e1750f2aa4c20cbd8f1de6e1146f URL:https://www.encodeproject.org/files/ENCFF188DQH/@@download/ENCFF188DQH.bam genomeversion:mm10,renlab
ENCFF328UGV,H3K27me3,E14.5,Neural-tube,2,ExpAcc:ENCSR099BYW md5sum:ebbb664264cca787913c4aa280145bdf URL:https://www.encodeproject.org/files/ENCFF328UGV/@@download/ENCFF328UGV.bam genomeversion:mm10,renlab
ENCFF346HPR,H3K27me3,E14.5,Neural-tube,1,ExpAcc:ENCSR099BYW md5sum:6f488bd58c5bbc97539aa52387ffc57d URL:https://www.encodeproject.org/files/ENCFF346HPR/@@download/ENCFF346HPR.bam genomeversion:mm10,renlab
ENCFF396EQC,H3K9ac,E11.5,Neural-tube,1,ExpAcc:ENCSR547PLI md5sum:944757cfd05a79552b4948f38db8cd25 URL:https://www.encodeproject.org/files/ENCFF396EQC/@@download/ENCFF396EQC.bam genomeversion:mm10,renlab
ENCFF054OIO,H3K9ac,E11.5,Neural-tube,2,ExpAcc:ENCSR547PLI md5sum:158c6c15eb5d6b8f5de913d532b393e5 URL:https://www.encodeproject.org/files/ENCFF054OIO/@@download/ENCFF054OIO.bam genomeversion:mm10,renlab
ENCFF632GJH,H3K27me3,E14.5,Kidney,1,ExpAcc:ENCSR399UVI md5sum:921e260e836cf6e150c02e0c8fac0922 URL:https://www.encodeproject.org/files/ENCFF632GJH/@@download/ENCFF632GJH.bam genomeversion:mm10,renlab
ENCFF923CNZ,H3K27me3,E14.5,Kidney,2,ExpAcc:ENCSR399UVI md5sum:22d6f2cc5ef64331ddb331c9fe951f01 URL:https://www.encodeproject.org/files/ENCFF923CNZ/@@download/ENCFF923CNZ.bam genomeversion:mm10,renlab
ENCFF506WYL,H3K4me3,E14.5,Forebrain,1,ExpAcc:ENCSR172XOZ md5sum:a72e6ac4f08a1bda794735a69dab675f URL:https://www.encodeproject.org/files/ENCFF506WYL/@@download/ENCFF506WYL.bam genomeversion:mm10,renlab
ENCFF596JCW,H3K4me3,E14.5,Forebrain,2,ExpAcc:ENCSR172XOZ md5sum:5586b8fd63c0cd9a05b0d7a71ccbcfb1 URL:https://www.encodeproject.org/files/ENCFF596JCW/@@download/ENCFF596JCW.bam genomeversion:mm10,renlab
ENCFF143YYQ,H3K9ac,E14.5,Heart,2,ExpAcc:ENCSR345RKE md5sum:6eeeb8627084cc3a939ccd42b3f3b793 URL:https://www.encodeproject.org/files/ENCFF143YYQ/@@download/ENCFF143YYQ.bam genomeversion:mm10,renlab
ENCFF776EUP,H3K9ac,E14.5,Heart,1,ExpAcc:ENCSR345RKE md5sum:750e87cb39b1e625e743f388ce39bdf2 URL:https://www.encodeproject.org/files/ENCFF776EUP/@@download/ENCFF776EUP.bam genomeversion:mm10,renlab
ENCFF604RVD,H3K27ac,E16.5,Heart,1,ExpAcc:ENCSR846PJO md5sum:eb6557681d068608ce6b33b031244fe0 URL:https://www.encodeproject.org/files/ENCFF604RVD/@@download/ENCFF604RVD.bam genomeversion:mm10,renlab
ENCFF463OSC,H3K27ac,E16.5,Heart,2,ExpAcc:ENCSR846PJO md5sum:1da4c542476bd43f43c7bd53f7cee766 URL:https://www.encodeproject.org/files/ENCFF463OSC/@@download/ENCFF463OSC.bam genomeversion:mm10,renlab
ENCFF408KND,H3K36me3,E15.5,Limb,1,ExpAcc:ENCSR264HHL md5sum:91259854665f6de9dd475b52a593c917 URL:https://www.encodeproject.org/files/ENCFF408KND/@@download/ENCFF408KND.bam genomeversion:mm10,renlab
ENCFF946RYX,H3K36me3,E15.5,Limb,2,ExpAcc:ENCSR264HHL md5sum:40db6a4b9137579b488ee6e42a1d3507 URL:https://www.encodeproject.org/files/ENCFF946RYX/@@download/ENCFF946RYX.bam genomeversion:mm10,renlab
ENCFF307XDF,H3K4me1,E15.5,Neural-tube,2,ExpAcc:ENCSR826TJQ md5sum:de18f12d05e6a56d9c85680ce8d7893d URL:https://www.encodeproject.org/files/ENCFF307XDF/@@download/ENCFF307XDF.bam genomeversion:mm10,renlab
ENCFF803BGS,H3K4me1,E15.5,Neural-tube,1,ExpAcc:ENCSR826TJQ md5sum:169a11f02da2b47ca23f103a0199c84f URL:https://www.encodeproject.org/files/ENCFF803BGS/@@download/ENCFF803BGS.bam genomeversion:mm10,renlab
ENCFF810ACM,H3K9ac,E15.5,Lung,2,ExpAcc:ENCSR744LCN md5sum:cc3a9d466b6af5e26b00ae1f16b1d625 URL:https://www.encodeproject.org/files/ENCFF810ACM/@@download/ENCFF810ACM.bam genomeversion:mm10,renlab
ENCFF605NEI,H3K9ac,E15.5,Lung,1,ExpAcc:ENCSR744LCN md5sum:04736821dfc46b2e34aca4a0419ae920 URL:https://www.encodeproject.org/files/ENCFF605NEI/@@download/ENCFF605NEI.bam genomeversion:mm10,renlab
ENCFF927INJ,H3K4me1,E16.5,Forebrain,2,ExpAcc:ENCSR141ZQF md5sum:3107aa70834a3a22c64b1d13740b2c8a URL:https://www.encodeproject.org/files/ENCFF927INJ/@@download/ENCFF927INJ.bam genomeversion:mm10,renlab
ENCFF505WFA,H3K4me1,E16.5,Forebrain,1,ExpAcc:ENCSR141ZQF md5sum:21a7419bbd98579257fd69b012e99f67 URL:https://www.encodeproject.org/files/ENCFF505WFA/@@download/ENCFF505WFA.bam genomeversion:mm10,renlab
ENCFF967ZBU,H3K27ac,E15.5,Limb,1,ExpAcc:ENCSR988BRP md5sum:ac95002391f2ea1594db1bb2a3b98818 URL:https://www.encodeproject.org/files/ENCFF967ZBU/@@download/ENCFF967ZBU.bam genomeversion:mm10,renlab
ENCFF152QZZ,H3K27ac,E15.5,Limb,2,ExpAcc:ENCSR988BRP md5sum:11cf05d06f6003433aa1d497280c78af URL:https://www.encodeproject.org/files/ENCFF152QZZ/@@download/ENCFF152QZZ.bam genomeversion:mm10,renlab
ENCFF905ENW,H3K4me2,E15.5,Cranio-facial,1,ExpAcc:ENCSR193AEW md5sum:5b9159e2ae4affd4c35fa6d909f06bcf URL:https://www.encodeproject.org/files/ENCFF905ENW/@@download/ENCFF905ENW.bam genomeversion:mm10,renlab
ENCFF584AOB,H3K4me2,E15.5,Cranio-facial,2,ExpAcc:ENCSR193AEW md5sum:2178ff5d1f0043a5edf1012a29241fef URL:https://www.encodeproject.org/files/ENCFF584AOB/@@download/ENCFF584AOB.bam genomeversion:mm10,renlab
ENCFF831LJE,H3K27ac,E15.5,Midbrain,2,ExpAcc:ENCSR428GHF md5sum:d9e3c9e6ee9c5ce393eca7be4ad26150 URL:https://www.encodeproject.org/files/ENCFF831LJE/@@download/ENCFF831LJE.bam genomeversion:mm10,renlab
ENCFF255XFJ,H3K27ac,E15.5,Midbrain,1,ExpAcc:ENCSR428GHF md5sum:608b932891141c28f42600b4af98c881 URL:https://www.encodeproject.org/files/ENCFF255XFJ/@@download/ENCFF255XFJ.bam genomeversion:mm10,renlab
ENCFF418CQB,H3K27me3,E16.5,Stomach,2,ExpAcc:ENCSR946JEA md5sum:2a7b9b471ece4c141362b183880239be URL:https://www.encodeproject.org/files/ENCFF418CQB/@@download/ENCFF418CQB.bam genomeversion:mm10,renlab
ENCFF094BMF,H3K27me3,E16.5,Stomach,1,ExpAcc:ENCSR946JEA md5sum:29ba13ce2492acb26db370b9a06c58ee URL:https://www.encodeproject.org/files/ENCFF094BMF/@@download/ENCFF094BMF.bam genomeversion:mm10,renlab
ENCFF665HAL,H3K4me1,E13.5,Cranio-facial,2,ExpAcc:ENCSR258AED md5sum:19ff9b19300f930642b2a74c614c4dda URL:https://www.encodeproject.org/files/ENCFF665HAL/@@download/ENCFF665HAL.bam genomeversion:mm10,renlab
ENCFF418YDX,H3K4me1,E13.5,Cranio-facial,1,ExpAcc:ENCSR258AED md5sum:39da88a935a5670b05aaab50bd19eed8 URL:https://www.encodeproject.org/files/ENCFF418YDX/@@download/ENCFF418YDX.bam genomeversion:mm10,renlab
